,0
2022-02-14 00:00:00,0.0
2022-02-14 06:00:00,0.0
2022-02-14 12:00:00,0.010122231
2022-02-14 18:00:00,0.42986476
2022-02-15 00:00:00,1.2075667
2022-02-15 06:00:00,1.2075667
2022-02-15 12:00:00,1.2075667
2022-02-15 18:00:00,2.000687
2022-02-16 00:00:00,3.5630429
