,WRF1km_thompson_off.nc
2022-02-14 00:00:00,0.0
2022-02-14 06:00:00,0.0
2022-02-14 12:00:00,2.010008e-05
2022-02-14 18:00:00,2.3658576
2022-02-15 00:00:00,12.0333
2022-02-15 06:00:00,12.0333
2022-02-15 12:00:00,12.034673
2022-02-15 18:00:00,42.093296
2022-02-16 00:00:00,47.823574
