,0
2022-02-14 00:00:00,0.0
2022-02-14 06:00:00,0.0
2022-02-14 12:00:00,0.000687334
2022-02-14 18:00:00,4.9241023
2022-02-15 00:00:00,13.085627
2022-02-15 06:00:00,13.085627
2022-02-15 12:00:00,13.090343
2022-02-15 18:00:00,50.36769
2022-02-16 00:00:00,68.12719
