,WRF5km_thompson_off.nc
2022-02-14 00:00:00,0.0
2022-02-14 06:00:00,0.0
2022-02-14 12:00:00,0.00010286701
2022-02-14 18:00:00,0.81230944
2022-02-15 00:00:00,6.3211823
2022-02-15 06:00:00,6.3211823
2022-02-15 12:00:00,6.3351
2022-02-15 18:00:00,48.562553
2022-02-16 00:00:00,53.43326
