,WRF1km_thompson_off.nc
2022-02-14 00:00:00,0.0
2022-02-14 06:00:00,0.0
2022-02-14 12:00:00,0.00027251212
2022-02-14 18:00:00,0.95944583
2022-02-15 00:00:00,14.766346
2022-02-15 06:00:00,14.766346
2022-02-15 12:00:00,14.768994
2022-02-15 18:00:00,91.70425
2022-02-16 00:00:00,98.80833
