,0
2022-02-14 00:00:00,0.0
2022-02-14 06:00:00,0.0
2022-02-14 12:00:00,6.6638255e-05
2022-02-14 18:00:00,0.97238135
2022-02-15 00:00:00,10.743003
2022-02-15 06:00:00,10.743003
2022-02-15 12:00:00,10.743003
2022-02-15 18:00:00,28.94003
2022-02-16 00:00:00,36.234264
